0.10298395	0.19121207	0.6405714	0.255215	-0.3375352	-0.15793367	-0.7167294	-0.12181416	0.23513374	-0.58286595	1.3624601	2.5589905	0.35637748	-0.03209129	-0.4784336	-0.68215954
-0.5933133	0.52305937	1.214952	-0.78644836	-0.119911514	-0.18540198	-0.41610304	-0.04450051	-0.31619844	-0.24429595	0.30467215	-0.13144009	-0.63251275	0.19741024	-0.49917725	-0.9063876
0.32056466	-0.03027213	0.05289716	0.16094677	0.027041484	-0.41284525	0.03913351	-0.35856628	0.30560532	0.22167774	0.6228158	0.38116324	0.23646179	-0.102502	0.10176732	0.022917237
0.026245913	-0.39558932	-0.2085387	0.5579328	0.12620166	0.03038784	-0.22941358	0.014708453	0.0358826	-0.26438388	0.23674467	1.0771934	0.16817805	-0.29025188	0.20176922	0.269149
0.17914318	-0.54897374	-0.23571885	0.22347783	-0.32048807	0.17893796	-0.09523938	0.2395687	-0.087265186	-0.101046436	-0.11940714	0.88109994	0.34902516	0.17720734	-0.28508985	-0.01508385
0.65162444	-0.11206879	-0.47344148	0.866818	0.7100936	-0.9202836	0.29044852	-0.9903368	0.9015111	0.48480973	1.2619762	0.5179063	0.5844158	-0.7230886	1.0051067	0.6811689
-0.23081005	0.52567315	0.40465957	-0.07215288	0.20348899	-0.09869383	-0.23704132	-0.122014895	0.002815196	-0.2393732	0.36677608	0.14839879	-0.22254783	-0.21052818	0.106261306	-0.11324923
0.0033215994	0.46772262	0.13564943	-0.13764907	-0.22566046	0.19566546	-0.07928927	0.13538197	0.07464438	-0.1382367	0.07496765	0.15066603	0.07122189	0.17907773	-0.11098999	-0.2208193
1.1381269	-0.0335024	-1.1779693	0.8460714	-0.15251175	-0.19797157	0.8294972	-0.3816362	1.1373886	0.6390072	0.6215687	0.83164805	1.2125666	0.29394212	0.3421017	0.6129239
-0.115346	0.23177294	0.04452365	0.20799616	0.33583397	-0.19990513	-0.15455325	-0.3136124	0.11830656	-0.1112482	0.50772953	0.19181089	0.0021424573	-0.30006823	0.31712282	0.083483994
-0.45594755	1.4260848	0.5161388	-0.029694505	0.14639187	0.2339707	-0.3409383	-0.0012300827	0.012812519	-0.5444574	0.48313555	0.0014870116	-0.42251793	-0.29196218	0.28855336	-0.16821434
0.4187314	0.7658216	-0.3654073	-0.10512014	-0.8511134	0.53498787	0.40788847	0.24780887	0.5908887	0.17544913	0.022818994	0.34788692	0.6310312	0.74121076	-0.40927342	-0.26530054
0.537664	-0.54696196	-0.74185205	0.5249187	-0.7410958	0.53736675	0.19956844	0.37931934	0.19720457	0.044258166	-0.34495556	1.260879	0.78542113	0.628321	-0.4145037	0.10452963
-0.096551925	0.33371755	0.43653062	-0.24999051	-0.008556543	-0.23868904	-0.09113218	-0.20177229	0.0062411325	-0.0977774	0.28768674	-0.052012414	-0.24752274	0.036548615	-0.08321142	-0.26260445
-0.53343314	-1.2695117	0.6289676	-0.3657003	-0.34815544	0.24444099	-0.57813025	0.50061905	-0.8926078	-0.33924028	-0.687295	0.5708923	-0.5072206	0.30229804	-0.72072864	-0.580623
-0.2503274	0.29145733	0.6655724	-0.6365205	-0.52264035	0.21084595	-0.17440438	0.28834158	-0.19182125	-0.15180422	-0.17086916	0.009771901	-0.19341326	0.5552452	-0.6926424	-0.81508476
0.13339901	-0.3759579	0.22453532	-0.45895797	-0.58655137	0.12509526	0.08935448	0.1763384	-0.08530131	0.1833578	-0.33695915	0.16158557	0.15105747	0.7383747	-0.7147094	-0.5091369
-0.111087516	-0.5356799	0.25542107	-0.017088464	0.23258278	-0.2181352	-0.16362302	-0.11936316	-0.2623154	-0.024406612	0.08561732	0.22014952	-0.15658791	-0.14830229	-0.055629086	-0.025765961
0.11652786	-0.9238734	-0.10199727	1.2289137	1.8347577	-1.193128	-0.2959138	-1.0746261	0.00025313848	0.035635695	1.2577848	0.5471879	-0.19666547	-1.8551252	1.5192778	1.1786789
-0.11553779	-0.21183589	-0.35865757	0.63787484	-0.28721938	0.59696215	-0.3287137	0.3948131	-0.15649568	-0.55478436	-0.1897958	1.2720084	0.13227153	-0.21803392	0.015028579	0.23284346
-0.039481647	-0.07986615	-0.25984105	0.5278839	0.05291781	0.27206928	-0.23195824	0.15993766	-0.08201539	-0.36119512	0.080692664	0.8360625	0.097779326	-0.3018179	0.21469298	0.2503494
0.36895266	0.5166505	-0.14240432	-0.106115125	0.18220155	-0.5100912	0.4778514	-0.553575	0.74991274	0.47967014	0.80710673	-0.34249917	0.32440844	0.07052657	0.26269284	-0.05387928
